GeoFIPS,GeoName,Description,Year,PerCapitaIncome
" ""00000""",United States,Per capita personal income (dollars) 2/,1944,1218.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1944,753.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1944,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1944,1076.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1944,698.0
" ""06000""",California,Per capita personal income (dollars) 2/,1944,1616.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1944,1087.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1944,1622.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1944,1529.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1944,1670.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1944,1154.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1944,852.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1944,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1944,1110.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1944,1405.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1944,1209.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1944,1004.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1944,1182.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1944,778.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1944,896.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1944,1123.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1944,1359.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1944,1330.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1944,1403.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1944,1012.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1944,642.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1944,1083.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1944,1185.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1944,1101.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1944,1526.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1944,1082.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1944,1576.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1944,908.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1944,1569.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1944,778.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1944,1020.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1944,1330.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1944,965.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1944,1402.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1944,1272.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1944,1312.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1944,753.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1944,976.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1944,879.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1944,1068.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1944,1078.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1944,963.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1944,938.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1944,1557.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1944,829.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1944,1116.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1944,1243.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1944,1343.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1944,1464.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1944,1327.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1944,1062.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1944,839.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1944,1039.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1944,1117.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1944,1584.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1945,1261.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1945,799.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1945,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1945,1150.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1945,753.0
" ""06000""",California,Per capita personal income (dollars) 2/,1945,1620.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1945,1213.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1945,1592.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1945,1552.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1945,1754.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1945,1215.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1945,899.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1945,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1945,1144.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1945,1488.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1945,1265.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1945,1096.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1945,1179.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1945,815.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1945,908.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1945,1101.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1945,1349.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1945,1382.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1945,1342.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1945,1119.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1945,640.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1945,1147.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1945,1212.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1945,1197.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1945,1658.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1945,1139.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1945,1609.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1945,971.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1945,1681.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1945,835.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1945,1037.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1945,1361.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1945,989.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1945,1372.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1945,1305.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1945,1318.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1945,772.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1945,1083.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1945,926.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1945,1082.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1945,1153.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1945,1047.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1945,987.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1945,1452.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1945,900.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1945,1191.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1945,1274.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1945,1368.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1945,1529.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1945,1362.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1945,1133.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1945,881.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1945,1061.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1945,1194.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1945,1569.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1946,1278.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1946,763.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1946,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1946,1131.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1946,760.0
" ""06000""",California,Per capita personal income (dollars) 2/,1946,1706.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1946,1231.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1946,1600.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1946,1579.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1946,1826.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1946,1200.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1946,859.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1946,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1946,1203.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1946,1550.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1946,1211.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1946,1238.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1946,1142.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1946,835.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1946,845.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1946,1148.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1946,1352.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1946,1422.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1946,1338.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1946,1193.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1946,618.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1946,1200.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1946,1309.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1946,1187.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1946,1786.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1946,1168.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1946,1547.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1946,947.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1946,1725.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1946,875.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1946,1079.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1946,1324.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1946,960.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1946,1390.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1946,1305.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1946,1405.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1946,791.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1946,1121.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1946,880.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1946,1061.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1946,1121.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1946,1096.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1946,1050.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1946,1432.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1946,931.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1946,1214.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1946,1365.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1946,1407.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1946,1541.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1946,1365.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1946,1188.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1946,877.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1946,1038.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1946,1228.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1946,1629.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1947,1340.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1947,809.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1947,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1947,1199.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1947,740.0
" ""06000""",California,Per capita personal income (dollars) 2/,1947,1724.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1947,1372.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1947,1721.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1947,1677.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1947,1878.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1947,1195.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1947,896.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1947,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1947,1273.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1947,1651.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1947,1316.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1947,1211.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1947,1304.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1947,870.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1947,890.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1947,1182.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1947,1385.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1947,1458.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1947,1474.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1947,1271.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1947,669.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1947,1230.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1947,1480.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1947,1269.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1947,1791.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1947,1233.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1947,1589.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1947,1026.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1947,1751.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1947,905.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1947,1467.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1947,1411.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1947,1031.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1947,1515.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1947,1378.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1947,1488.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1947,803.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1947,1254.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1947,896.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1947,1154.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1947,1196.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1947,1132.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1947,1052.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1947,1531.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1947,1036.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1947,1298.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1947,1511.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1947,1466.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1947,1587.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1947,1468.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1947,1260.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1947,904.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1947,1125.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1947,1350.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1947,1672.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1948,1448.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1948,881.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1948,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1948,1354.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1948,881.0
" ""06000""",California,Per capita personal income (dollars) 2/,1948,1816.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1948,1489.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1948,1742.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1948,1679.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1948,2120.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1948,1240.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1948,997.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1948,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1948,1352.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1948,1817.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1948,1448.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1948,1621.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1948,1350.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1948,1001.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1948,1023.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1948,1270.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1948,1548.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1948,1532.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1948,1561.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1948,1451.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1948,797.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1948,1378.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1948,1638.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1948,1545.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1948,1811.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1948,1312.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1948,1667.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1948,1156.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1948,1783.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1948,1008.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1948,1462.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1948,1541.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1948,1144.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1948,1676.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1948,1437.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1948,1468.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1948,926.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1948,1503.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1948,970.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1948,1221.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1948,1287.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1948,1220.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1948,1202.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1948,1678.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1948,1105.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1948,1436.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1948,1635.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1948,1523.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1948,1650.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1948,1601.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1948,1460.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1948,1010.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1948,1211.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1948,1462.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1948,1779.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1949,1406.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1949,838.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1949,
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1949,1343.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1949,818.0
" ""06000""",California,Per capita personal income (dollars) 2/,1949,1800.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1949,1478.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1949,1682.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1949,1804.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1949,2286.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1949,1246.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1949,983.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1949,
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1949,1297.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1949,1690.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1949,1357.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1949,1362.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1949,1314.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1949,940.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1949,1082.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1949,1214.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1949,1541.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1949,1498.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1949,1523.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1949,1335.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1949,711.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1949,1332.0
" ""30000""",Montana,Per capita personal income (dollars) 2/,1949,1433.0
" ""31000""",Nebraska,Per capita personal income (dollars) 2/,1949,1361.0
" ""32000""",Nevada,Per capita personal income (dollars) 2/,1949,1868.0
" ""33000""",New Hampshire,Per capita personal income (dollars) 2/,1949,1297.0
" ""34000""",New Jersey,Per capita personal income (dollars) 2/,1949,1639.0
" ""35000""",New Mexico,Per capita personal income (dollars) 2/,1949,1188.0
" ""36000""",New York,Per capita personal income (dollars) 2/,1949,1738.0
" ""37000""",North Carolina,Per capita personal income (dollars) 2/,1949,978.0
" ""38000""",North Dakota,Per capita personal income (dollars) 2/,1949,1231.0
" ""39000""",Ohio,Per capita personal income (dollars) 2/,1949,1456.0
" ""40000""",Oklahoma,Per capita personal income (dollars) 2/,1949,1180.0
" ""41000""",Oregon,Per capita personal income (dollars) 2/,1949,1641.0
" ""42000""",Pennsylvania,Per capita personal income (dollars) 2/,1949,1403.0
" ""44000""",Rhode Island,Per capita personal income (dollars) 2/,1949,1414.0
" ""45000""",South Carolina,Per capita personal income (dollars) 2/,1949,885.0
" ""46000""",South Dakota,Per capita personal income (dollars) 2/,1949,1121.0
" ""47000""",Tennessee,Per capita personal income (dollars) 2/,1949,959.0
" ""48000""",Texas,Per capita personal income (dollars) 2/,1949,1319.0
" ""49000""",Utah,Per capita personal income (dollars) 2/,1949,1295.0
" ""50000""",Vermont,Per capita personal income (dollars) 2/,1949,1147.0
" ""51000""",Virginia,Per capita personal income (dollars) 2/,1949,1185.0
" ""53000""",Washington,Per capita personal income (dollars) 2/,1949,1656.0
" ""54000""",West Virginia,Per capita personal income (dollars) 2/,1949,1016.0
" ""55000""",Wisconsin,Per capita personal income (dollars) 2/,1949,1391.0
" ""56000""",Wyoming,Per capita personal income (dollars) 2/,1949,1702.0
" ""91000""",New England,Per capita personal income (dollars) 2/,1949,1478.0
" ""92000""",Mideast,Per capita personal income (dollars) 2/,1949,1620.0
" ""93000""",Great Lakes,Per capita personal income (dollars) 2/,1949,1517.0
" ""94000""",Plains,Per capita personal income (dollars) 2/,1949,1325.0
" ""95000""",Southeast,Per capita personal income (dollars) 2/,1949,982.0
" ""96000""",Southwest,Per capita personal income (dollars) 2/,1949,1287.0
" ""97000""",Rocky Mountain,Per capita personal income (dollars) 2/,1949,1422.0
" ""98000""",Far West *,Per capita personal income (dollars) 2/,1949,1761.0
" ""00000""",United States,Per capita personal income (dollars) 2/,1950,1533.0
" ""01000""",Alabama,Per capita personal income (dollars) 2/,1950,919.0
" ""02000""",Alaska *,Per capita personal income (dollars) 2/,1950,2899.0
" ""04000""",Arizona,Per capita personal income (dollars) 2/,1950,1408.0
" ""05000""",Arkansas,Per capita personal income (dollars) 2/,1950,849.0
" ""06000""",California,Per capita personal income (dollars) 2/,1950,1947.0
" ""08000""",Colorado,Per capita personal income (dollars) 2/,1950,1584.0
" ""09000""",Connecticut,Per capita personal income (dollars) 2/,1950,1918.0
" ""10000""",Delaware,Per capita personal income (dollars) 2/,1950,2082.0
" ""11000""",District of Columbia,Per capita personal income (dollars) 2/,1950,2427.0
" ""12000""",Florida,Per capita personal income (dollars) 2/,1950,1351.0
" ""13000""",Georgia,Per capita personal income (dollars) 2/,1950,1087.0
" ""15000""",Hawaii *,Per capita personal income (dollars) 2/,1950,1580.0
" ""16000""",Idaho,Per capita personal income (dollars) 2/,1950,1352.0
" ""17000""",Illinois,Per capita personal income (dollars) 2/,1950,1842.0
" ""18000""",Indiana,Per capita personal income (dollars) 2/,1950,1525.0
" ""19000""",Iowa,Per capita personal income (dollars) 2/,1950,1539.0
" ""20000""",Kansas,Per capita personal income (dollars) 2/,1950,1481.0
" ""21000""",Kentucky,Per capita personal income (dollars) 2/,1950,998.0
" ""22000""",Louisiana,Per capita personal income (dollars) 2/,1950,1132.0
" ""23000""",Maine,Per capita personal income (dollars) 2/,1950,1226.0
" ""24000""",Maryland,Per capita personal income (dollars) 2/,1950,1702.0
" ""25000""",Massachusetts,Per capita personal income (dollars) 2/,1950,1685.0
" ""26000""",Michigan,Per capita personal income (dollars) 2/,1950,1717.0
" ""27000""",Minnesota,Per capita personal income (dollars) 2/,1950,1447.0
" ""28000""",Mississippi,Per capita personal income (dollars) 2/,1950,780.0
" ""29000""",Missouri,Per capita personal income (dollars) 2/,1950,1438.0
