Year,Locationabbr,Locationdesc,Topic,Question,Response,Data_value
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,76.6
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,23.4
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,71.6
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,28.4
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,87.3
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,12.7
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,86.6
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,13.4
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,72.1
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,27.9
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,71.7
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,28.3
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,80.8
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,19.2
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,82.0
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,18.0
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,62.8
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,37.2
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,71.0
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,29.0
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,79.7
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,20.3
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,87.0
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,13.0
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,63.0
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,37.0
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,71.7
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,28.3
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,67.5
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,32.5
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,70.7
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,29.3
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,79.9
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,20.1
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,87.2
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,12.8
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,90.2
2023,HI,Hawaii,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,9.8
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,58.6
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,41.4
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,59.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,40.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,57.8
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,42.2
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,55.3
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,44.7
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,58.7
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,41.3
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,63.0
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,37.0
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,57.4
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,42.6
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,58.1
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,41.9
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,58.6
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,41.4
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,60.3
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,39.7
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,50.3
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,49.7
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,51.2
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,48.8
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,53.6
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,46.4
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,45.8
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,54.2
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,48.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,51.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,52.7
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,47.3
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,59.2
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,40.8
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,67.1
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,32.9
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,46.2
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,53.8
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,47.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,52.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,48.4
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,51.6
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,56.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,43.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,61.6
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,38.4
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,68.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,31.5
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,70.0
2023,IA,Iowa,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,30.0
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,25.9
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,74.1
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,27.0
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,73.0
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,24.9
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,75.1
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,30.2
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,69.8
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,30.6
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,69.4
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,26.8
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,73.2
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,21.7
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,78.3
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,22.2
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,77.8
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,24.9
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,75.1
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,26.6
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,73.4
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,30.7
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,69.3
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,82.3
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,25.8
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,74.2
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,17.1
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,82.9
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,15.6
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,84.4
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,23.4
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,76.6
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,26.9
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,73.1
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,30.1
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,69.9
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,20.0
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,80.0
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,19.3
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,80.7
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,18.5
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,81.5
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,26.1
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,73.9
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,26.6
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,73.4
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,30.9
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,69.1
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,33.2
2023,IA,Iowa,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,66.8
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,75.9
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,24.1
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,77.0
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,23.0
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,74.9
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,25.1
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,83.7
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,16.3
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,80.0
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,20.0
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,82.5
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,17.5
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,77.5
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,22.5
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,70.9
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,29.1
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,67.4
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,32.6
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,77.0
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,23.0
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,73.7
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,26.3
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,81.9
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,18.1
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,72.6
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,27.4
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,65.1
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,34.9
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,65.1
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,34.9
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,68.4
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,31.6
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,76.6
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,23.4
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,86.6
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,13.4
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,64.0
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,35.9
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,64.8
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,35.2
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,64.7
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,35.3
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,73.0
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,27.0
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,78.3
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,21.7
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,85.1
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,14.9
2023,IA,Iowa,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,91.3
